source_division_code,source_district_code,source_upazila_code,source_division_name_en,source_district_name_en,source_upazila_name_en,source_division_name_bn,source_district_name_bn,source_upazila_name_bn,failure_reason,candidate_1_target_division_code,candidate_1_target_district_code,candidate_1_target_upazila_code,candidate_1_target_division_name_en,candidate_1_target_district_name_en,candidate_1_target_upazila_name_en,candidate_1_target_division_name_bn,candidate_1_target_district_name_bn,candidate_1_target_upazila_name_bn,candidate_1_reason,candidate_2_target_division_code,candidate_2_target_district_code,candidate_2_target_upazila_code,candidate_2_target_division_name_en,candidate_2_target_district_name_en,candidate_2_target_upazila_name_en,candidate_2_target_division_name_bn,candidate_2_target_district_name_bn,candidate_2_target_upazila_name_bn,candidate_2_reason,candidate_3_target_division_code,candidate_3_target_district_code,candidate_3_target_upazila_code,candidate_3_target_division_name_en,candidate_3_target_district_name_en,candidate_3_target_upazila_name_en,candidate_3_target_division_name_bn,candidate_3_target_district_name_bn,candidate_3_target_upazila_name_bn,candidate_3_reason,manual_target_division_code,manual_target_district_code,manual_target_upazila_code,selected_candidate,review_status,reviewed_by,notes
4,34,260,Barisal,Bhola,Borhan Sddin,বরিশাল,ভোলা,বোরহান উদ্দিন,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Borhan Sddin"" / ""বোরহান উদ্দিন"": 0 HDX matches in district 1009. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Borhan Sddin"" / ""বোরহান উদ্দিন"": 0 HDX matches in district 1009. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Borhan Sddin"" / ""বোরহান উদ্দিন"": 0 HDX matches in district 1009. Unions: 5."
4,34,261,Barisal,Bhola,Charfesson,বরিশাল,ভোলা,চরফ্যাশন,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Charfesson"" / ""চরফ্যাশন"": 0 HDX matches in district 1009. Unions: 20. | nuhil_upazila_name_no_match; Upazila ""Charfesson"" / ""চরফ্যাশন"": 0 HDX matches in district 1009. Unions: 20. | nuhil_upazila_name_no_match; Upazila ""Charfesson"" / ""চরফ্যাশন"": 0 HDX matches in district 1009. Unions: 20."
4,34,262,Barisal,Bhola,Doulatkhan,বরিশাল,ভোলা,দৌলতখান,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Doulatkhan"" / ""দৌলতখান"": 0 HDX matches in district 1009. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Doulatkhan"" / ""দৌলতখান"": 0 HDX matches in district 1009. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Doulatkhan"" / ""দৌলতখান"": 0 HDX matches in district 1009. Unions: 9."
4,35,270,Barisal,Barguna,Pathorghata,বরিশাল,বরগুনা,পাথরঘাটা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Pathorghata"" / ""পাথরঘাটা"": 0 HDX matches in district 1004. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Pathorghata"" / ""পাথরঘাটা"": 0 HDX matches in district 1004. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Pathorghata"" / ""পাথরঘাটা"": 0 HDX matches in district 1004. Unions: 7."
5,36,279,Sylhet,Sylhet,Jaintiapur,সিলেট,সিলেট,জৈন্তাপুর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Jaintiapur"" / ""জৈন্তাপুর"": 0 HDX matches in district 6091. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Jaintiapur"" / ""জৈন্তাপুর"": 0 HDX matches in district 6091. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Jaintiapur"" / ""জৈন্তাপুর"": 0 HDX matches in district 6091. Unions: 6."
5,36,283,Sylhet,Sylhet,Dakshinsurma,সিলেট,সিলেট,দক্ষিণ সুরমা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Dakshinsurma"" / ""দক্ষিণ সুরমা"": 0 HDX matches in district 6091. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dakshinsurma"" / ""দক্ষিণ সুরমা"": 0 HDX matches in district 6091. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dakshinsurma"" / ""দক্ষিণ সুরমা"": 0 HDX matches in district 6091. Unions: 10."
5,37,285,Sylhet,Moulvibazar,Barlekha,সিলেট,মৌলভীবাজার,বড়লেখা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Barlekha"" / ""বড়লেখা"": 0 HDX matches in district 6058. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Barlekha"" / ""বড়লেখা"": 0 HDX matches in district 6058. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Barlekha"" / ""বড়লেখা"": 0 HDX matches in district 6058. Unions: 11."
5,37,286,Sylhet,Moulvibazar,Kamolganj,সিলেট,মৌলভীবাজার,কমলগঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Kamolganj"" / ""কমলগঞ্জ"": 0 HDX matches in district 6058. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kamolganj"" / ""কমলগঞ্জ"": 0 HDX matches in district 6058. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kamolganj"" / ""কমলগঞ্জ"": 0 HDX matches in district 6058. Unions: 9."
5,39,301,Sylhet,Sunamganj,South Sunamganj,সিলেট,সুনামগঞ্জ,দক্ষিণ সুনামগঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""South Sunamganj"" / ""দক্ষিণ সুনামগঞ্জ"": 0 HDX matches in district 6090. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""South Sunamganj"" / ""দক্ষিণ সুনামগঞ্জ"": 0 HDX matches in district 6090. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""South Sunamganj"" / ""দক্ষিণ সুনামগঞ্জ"": 0 HDX matches in district 6090. Unions: 8."
5,39,302,Sylhet,Sunamganj,Bishwambarpur,সিলেট,সুনামগঞ্জ,বিশ্বম্ভরপুর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Bishwambarpur"" / ""বিশ্বম্ভরপুর"": 0 HDX matches in district 6090. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Bishwambarpur"" / ""বিশ্বম্ভরপুর"": 0 HDX matches in district 6090. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Bishwambarpur"" / ""বিশ্বম্ভরপুর"": 0 HDX matches in district 6090. Unions: 5."
6,40,312,Dhaka,Narsingdi,Monohardi,ঢাকা,নরসিংদী,মনোহরদী,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Monohardi"" / ""মনোহরদী"": 0 HDX matches in district 3068. Unions: 12. | nuhil_upazila_name_no_match; Upazila ""Monohardi"" / ""মনোহরদী"": 0 HDX matches in district 3068. Unions: 12. | nuhil_upazila_name_no_match; Upazila ""Monohardi"" / ""মনোহরদী"": 0 HDX matches in district 3068. Unions: 12."
6,44,334,Dhaka,Tangail,Bhuapur,ঢাকা,টাঙ্গাইল,ভুয়াপুর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Bhuapur"" / ""ভুয়াপুর"": 0 HDX matches in district 3093. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Bhuapur"" / ""ভুয়াপুর"": 0 HDX matches in district 3093. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Bhuapur"" / ""ভুয়াপুর"": 0 HDX matches in district 3093. Unions: 6."
6,45,353,Dhaka,Kishoreganj,Karimgonj,ঢাকা,কিশোরগঞ্জ,করিমগঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Karimgonj"" / ""করিমগঞ্জ"": 0 HDX matches in district 3048. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Karimgonj"" / ""করিমগঞ্জ"": 0 HDX matches in district 3048. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Karimgonj"" / ""করিমগঞ্জ"": 0 HDX matches in district 3048. Unions: 11."
6,45,356,Dhaka,Kishoreganj,Mithamoin,ঢাকা,কিশোরগঞ্জ,মিঠামইন,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Mithamoin"" / ""মিঠামইন"": 0 HDX matches in district 3048. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Mithamoin"" / ""মিঠামইন"": 0 HDX matches in district 3048. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Mithamoin"" / ""মিঠামইন"": 0 HDX matches in district 3048. Unions: 7."
6,46,361,Dhaka,Manikganj,Gior,ঢাকা,মানিকগঞ্জ,ঘিওর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Gior"" / ""ঘিওর"": 0 HDX matches in district 3056. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Gior"" / ""ঘিওর"": 0 HDX matches in district 3056. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Gior"" / ""ঘিওর"": 0 HDX matches in district 3056. Unions: 7."
6,46,362,Dhaka,Manikganj,Shibaloy,ঢাকা,মানিকগঞ্জ,শিবালয়,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Shibaloy"" / ""শিবালয়"": 0 HDX matches in district 3056. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Shibaloy"" / ""শিবালয়"": 0 HDX matches in district 3056. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Shibaloy"" / ""শিবালয়"": 0 HDX matches in district 3056. Unions: 7."
6,46,363,Dhaka,Manikganj,Doulatpur,ঢাকা,মানিকগঞ্জ,দৌলতপুর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Doulatpur"" / ""দৌলতপুর"": 0 HDX matches in district 3056. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Doulatpur"" / ""দৌলতপুর"": 0 HDX matches in district 3056. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Doulatpur"" / ""দৌলতপুর"": 0 HDX matches in district 3056. Unions: 8."
6,46,364,Dhaka,Manikganj,Singiar,ঢাকা,মানিকগঞ্জ,সিংগাইর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Singiar"" / ""সিংগাইর"": 0 HDX matches in district 3056. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Singiar"" / ""সিংগাইর"": 0 HDX matches in district 3056. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Singiar"" / ""সিংগাইর"": 0 HDX matches in district 3056. Unions: 11."
6,48,373,Dhaka,Munshiganj,Louhajanj,ঢাকা,মুন্সিগঞ্জ,লৌহজং,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Louhajanj"" / ""লৌহজং"": 0 HDX matches in district 3059. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Louhajanj"" / ""লৌহজং"": 0 HDX matches in district 3059. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Louhajanj"" / ""লৌহজং"": 0 HDX matches in district 3059. Unions: 10."
6,48,374,Dhaka,Munshiganj,Gajaria,ঢাকা,মুন্সিগঞ্জ,গজারিয়া,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Gajaria"" / ""গজারিয়া"": 0 HDX matches in district 3059. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Gajaria"" / ""গজারিয়া"": 0 HDX matches in district 3059. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Gajaria"" / ""গজারিয়া"": 0 HDX matches in district 3059. Unions: 8."
6,49,378,Dhaka,Rajbari,Pangsa,ঢাকা,রাজবাড়ী,পাংশা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Pangsa"" / ""পাংশা"": 0 HDX matches in district 3082. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Pangsa"" / ""পাংশা"": 0 HDX matches in district 3082. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Pangsa"" / ""পাংশা"": 0 HDX matches in district 3082. Unions: 10."
6,52,396,Dhaka,Faridpur,Charbhadrasan,ঢাকা,ফরিদপুর,চরভদ্রাসন,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Charbhadrasan"" / ""চরভদ্রাসন"": 0 HDX matches in district 3029. Unions: 4. | nuhil_upazila_name_no_match; Upazila ""Charbhadrasan"" / ""চরভদ্রাসন"": 0 HDX matches in district 3029. Unions: 4. | nuhil_upazila_name_no_match; Upazila ""Charbhadrasan"" / ""চরভদ্রাসন"": 0 HDX matches in district 3029. Unions: 4."
7,53,402,Rangpur,Panchagarh,Atwari,রংপুর,পঞ্চগড়,আটোয়ারী,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Atwari"" / ""আটোয়ারী"": 0 HDX matches in district 5577. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Atwari"" / ""আটোয়ারী"": 0 HDX matches in district 5577. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Atwari"" / ""আটোয়ারী"": 0 HDX matches in district 5577. Unions: 6."
7,53,403,Rangpur,Panchagarh,Tetulia,রংপুর,পঞ্চগড়,তেতুলিয়া,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Tetulia"" / ""তেতুলিয়া"": 0 HDX matches in district 5577. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Tetulia"" / ""তেতুলিয়া"": 0 HDX matches in district 5577. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Tetulia"" / ""তেতুলিয়া"": 0 HDX matches in district 5577. Unions: 8."
7,54,404,Rangpur,Dinajpur,Nawabganj,রংপুর,দিনাজপুর,নবাবগঞ্জ,nuhil_upazila_name_no_match,30,3026,30260062,Dhaka,Dhaka,Nawabganj,ঢাকা বিভাগ,,,Different HDX division than nuhil-mapped 55; Exact normalized English (or cross-field) upazila name match,50,5070,50700066,Rajshahi,Chapainababganj,Chapainawabganj Sadar,রাজশাহী বিভাগ,,,Different HDX division than nuhil-mapped 55; Upazila name similarity only (weak — verify district),,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Nawabganj"" / ""নবাবগঞ্জ"": 0 HDX matches in district 5527. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nawabganj"" / ""নবাবগঞ্জ"": 0 HDX matches in district 5527. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nawabganj"" / ""নবাবগঞ্জ"": 0 HDX matches in district 5527. Unions: 9."
7,54,410,Rangpur,Dinajpur,Kaharol,রংপুর,দিনাজপুর,কাহারোল,nuhil_upazila_name_no_match,55,5527,55270056,Rangpur,Dinajpur,Kaharole,রংপুর বিভাগ,,,Within mapped HDX division (Rangpur); District + upazila name similarity (token / substring),,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Kaharol"" / ""কাহারোল"": 0 HDX matches in district 5527. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Kaharol"" / ""কাহারোল"": 0 HDX matches in district 5527. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Kaharol"" / ""কাহারোল"": 0 HDX matches in district 5527. Unions: 6."
7,56,422,Rangpur,Nilphamari,Syedpur,রংপুর,নীলফামারী,সৈয়দপুর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Syedpur"" / ""সৈয়দপুর"": 0 HDX matches in district 5573. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Syedpur"" / ""সৈয়দপুর"": 0 HDX matches in district 5573. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Syedpur"" / ""সৈয়দপুর"": 0 HDX matches in district 5573. Unions: 5."
7,56,426,Rangpur,Nilphamari,Kishorganj,রংপুর,নীলফামারী,কিশোরগঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Kishorganj"" / ""কিশোরগঞ্জ"": 0 HDX matches in district 5573. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kishorganj"" / ""কিশোরগঞ্জ"": 0 HDX matches in district 5573. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kishorganj"" / ""কিশোরগঞ্জ"": 0 HDX matches in district 5573. Unions: 9."
7,57,434,Rangpur,Gaibandha,Phulchari,রংপুর,গাইবান্ধা,ফুলছড়ি,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Phulchari"" / ""ফুলছড়ি"": 0 HDX matches in district 5532. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Phulchari"" / ""ফুলছড়ি"": 0 HDX matches in district 5532. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Phulchari"" / ""ফুলছড়ি"": 0 HDX matches in district 5532. Unions: 7."
7,58,437,Rangpur,Thakurgaon,Ranisankail,রংপুর,ঠাকুরগাঁও,রাণীশংকৈল,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Ranisankail"" / ""রাণীশংকৈল"": 0 HDX matches in district 5594. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Ranisankail"" / ""রাণীশংকৈল"": 0 HDX matches in district 5594. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Ranisankail"" / ""রাণীশংকৈল"": 0 HDX matches in district 5594. Unions: 8."
7,59,442,Rangpur,Rangpur,Taragonj,রংপুর,রংপুর,তারাগঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Taragonj"" / ""তারাগঞ্জ"": 0 HDX matches in district 5585. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Taragonj"" / ""তারাগঞ্জ"": 0 HDX matches in district 5585. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Taragonj"" / ""তারাগঞ্জ"": 0 HDX matches in district 5585. Unions: 5."
7,59,443,Rangpur,Rangpur,Badargonj,রংপুর,রংপুর,বদরগঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Badargonj"" / ""বদরগঞ্জ"": 0 HDX matches in district 5585. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Badargonj"" / ""বদরগঞ্জ"": 0 HDX matches in district 5585. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Badargonj"" / ""বদরগঞ্জ"": 0 HDX matches in district 5585. Unions: 10."
7,59,445,Rangpur,Rangpur,Pirgonj,রংপুর,রংপুর,পীরগঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Pirgonj"" / ""পীরগঞ্জ"": 0 HDX matches in district 5585. Unions: 15. | nuhil_upazila_name_no_match; Upazila ""Pirgonj"" / ""পীরগঞ্জ"": 0 HDX matches in district 5585. Unions: 15. | nuhil_upazila_name_no_match; Upazila ""Pirgonj"" / ""পীরগঞ্জ"": 0 HDX matches in district 5585. Unions: 15."
7,59,447,Rangpur,Rangpur,Pirgacha,রংপুর,রংপুর,পীরগাছা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Pirgacha"" / ""পীরগাছা"": 0 HDX matches in district 5585. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Pirgacha"" / ""পীরগাছা"": 0 HDX matches in district 5585. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Pirgacha"" / ""পীরগাছা"": 0 HDX matches in district 5585. Unions: 9."
7,60,455,Rangpur,Kurigram,Rowmari,রংপুর,কুড়িগ্রাম,রৌমারী,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Rowmari"" / ""রৌমারী"": 0 HDX matches in district 5549. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Rowmari"" / ""রৌমারী"": 0 HDX matches in district 5549. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Rowmari"" / ""রৌমারী"": 0 HDX matches in district 5549. Unions: 5."
7,60,456,Rangpur,Kurigram,Charrajibpur,রংপুর,কুড়িগ্রাম,চর রাজিবপুর,nuhil_upazila_name_no_match,55,5549,55490008,Rangpur,Kurigram,Rajibpur,রংপুর বিভাগ,,,Within mapped HDX division (Rangpur); District + upazila name similarity (token / substring),,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Charrajibpur"" / ""চর রাজিবপুর"": 0 HDX matches in district 5549. Unions: 3. | nuhil_upazila_name_no_match; Upazila ""Charrajibpur"" / ""চর রাজিবপুর"": 0 HDX matches in district 5549. Unions: 3. | nuhil_upazila_name_no_match; Upazila ""Charrajibpur"" / ""চর রাজিবপুর"": 0 HDX matches in district 5549. Unions: 3."
8,61,459,Mymensingh,Sherpur,Sreebordi,ময়মনসিংহ,শেরপুর,শ্রীবরদী,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Sreebordi"" / ""শ্রীবরদী"": 0 HDX matches in district 4589. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Sreebordi"" / ""শ্রীবরদী"": 0 HDX matches in district 4589. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Sreebordi"" / ""শ্রীবরদী"": 0 HDX matches in district 4589. Unions: 10."
8,61,460,Mymensingh,Sherpur,Nokla,ময়মনসিংহ,শেরপুর,নকলা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Nokla"" / ""নকলা"": 0 HDX matches in district 4589. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nokla"" / ""নকলা"": 0 HDX matches in district 4589. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Nokla"" / ""নকলা"": 0 HDX matches in district 4589. Unions: 9."
8,62,465,Mymensingh,Mymensingh,Muktagacha,ময়মনসিংহ,ময়মনসিংহ,মুক্তাগাছা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Muktagacha"" / ""মুক্তাগাছা"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Muktagacha"" / ""মুক্তাগাছা"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Muktagacha"" / ""মুক্তাগাছা"": 0 HDX matches in district 4561. Unions: 10."
8,62,468,Mymensingh,Mymensingh,Phulpur,ময়মনসিংহ,ময়মনসিংহ,ফুলপুর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Phulpur"" / ""ফুলপুর"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Phulpur"" / ""ফুলপুর"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Phulpur"" / ""ফুলপুর"": 0 HDX matches in district 4561. Unions: 10."
8,62,472,Mymensingh,Mymensingh,Iswarganj,ময়মনসিংহ,ময়মনসিংহ,ঈশ্বরগঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Iswarganj"" / ""ঈশ্বরগঞ্জ"": 0 HDX matches in district 4561. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Iswarganj"" / ""ঈশ্বরগঞ্জ"": 0 HDX matches in district 4561. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Iswarganj"" / ""ঈশ্বরগঞ্জ"": 0 HDX matches in district 4561. Unions: 11."
8,63,476,Mymensingh,Jamalpur,Melandah,ময়মনসিংহ,জামালপুর,মেলান্দহ,nuhil_upazila_name_no_match,45,4539,45390061,Mymensingh,Jamalpur,Melandaha,ময়মনসিংহ বিভাগ,,,Within mapped HDX division (Mymensingh); District + upazila name similarity (token / substring),,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Melandah"" / ""মেলান্দহ"": 0 HDX matches in district 4539. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Melandah"" / ""মেলান্দহ"": 0 HDX matches in district 4539. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Melandah"" / ""মেলান্দহ"": 0 HDX matches in district 4539. Unions: 11."
8,63,478,Mymensingh,Jamalpur,Dewangonj,ময়মনসিংহ,জামালপুর,দেওয়ানগঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Dewangonj"" / ""দেওয়ানগঞ্জ"": 0 HDX matches in district 4539. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Dewangonj"" / ""দেওয়ানগঞ্জ"": 0 HDX matches in district 4539. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Dewangonj"" / ""দেওয়ানগঞ্জ"": 0 HDX matches in district 4539. Unions: 8."
