district_code,upazila_code,name_en,name_bn,lat,lng,source,is_verified
55,417,Lalmonirhat Sadar,লালমনিরহাট সদর,,,nuhil/bangladesh-geocode,false
55,418,Kaliganj,কালীগঞ্জ,,,nuhil/bangladesh-geocode,false
55,419,Hatibandha,হাতীবান্ধা,,,nuhil/bangladesh-geocode,false
4,42,Naniarchar,নানিয়ারচর,,,nuhil/bangladesh-geocode,false
55,420,Patgram,পাটগ্রাম,,,nuhil/bangladesh-geocode,false
55,421,Aditmari,আদিতমারী,,,nuhil/bangladesh-geocode,false
56,422,Syedpur,সৈয়দপুর,,,nuhil/bangladesh-geocode,false
56,423,Domar,ডোমার,,,nuhil/bangladesh-geocode,false
56,424,Dimla,ডিমলা,,,nuhil/bangladesh-geocode,false
56,425,Jaldhaka,জলঢাকা,,,nuhil/bangladesh-geocode,false
56,426,Kishorganj,কিশোরগঞ্জ,,,nuhil/bangladesh-geocode,false
56,427,Nilphamari Sadar,নীলফামারী সদর,,,nuhil/bangladesh-geocode,false
57,428,Sadullapur,সাদুল্লাপুর,,,nuhil/bangladesh-geocode,false
57,429,Gaibandha Sadar,গাইবান্ধা সদর,,,nuhil/bangladesh-geocode,false
5,43,Noakhali Sadar,নোয়াখালী সদর,,,nuhil/bangladesh-geocode,false
57,430,Palashbari,পলাশবাড়ী,,,nuhil/bangladesh-geocode,false
57,431,Saghata,সাঘাটা,,,nuhil/bangladesh-geocode,false
57,432,Gobindaganj,গোবিন্দগঞ্জ,,,nuhil/bangladesh-geocode,false
57,433,Sundarganj,সুন্দরগঞ্জ,,,nuhil/bangladesh-geocode,false
57,434,Phulchari,ফুলছড়ি,,,nuhil/bangladesh-geocode,false
58,435,Thakurgaon Sadar,ঠাকুরগাঁও সদর,,,nuhil/bangladesh-geocode,false
58,436,Pirganj,পীরগঞ্জ,,,nuhil/bangladesh-geocode,false
58,437,Ranisankail,রাণীশংকৈল,,,nuhil/bangladesh-geocode,false
58,438,Haripur,হরিপুর,,,nuhil/bangladesh-geocode,false
58,439,Baliadangi,বালিয়াডাঙ্গী,,,nuhil/bangladesh-geocode,false
5,44,Companiganj,কোম্পানীগঞ্জ,,,nuhil/bangladesh-geocode,false
59,440,Rangpur Sadar,রংপুর সদর,,,nuhil/bangladesh-geocode,false
59,441,Gangachara,গংগাচড়া,,,nuhil/bangladesh-geocode,false
59,442,Taragonj,তারাগঞ্জ,,,nuhil/bangladesh-geocode,false
59,443,Badargonj,বদরগঞ্জ,,,nuhil/bangladesh-geocode,false
59,444,Mithapukur,মিঠাপুকুর,,,nuhil/bangladesh-geocode,false
59,445,Pirgonj,পীরগঞ্জ,,,nuhil/bangladesh-geocode,false
59,446,Kaunia,কাউনিয়া,,,nuhil/bangladesh-geocode,false
59,447,Pirgacha,পীরগাছা,,,nuhil/bangladesh-geocode,false
60,448,Kurigram Sadar,কুড়িগ্রাম সদর,,,nuhil/bangladesh-geocode,false
60,449,Nageshwari,নাগেশ্বরী,,,nuhil/bangladesh-geocode,false
5,45,Begumganj,বেগমগঞ্জ,,,nuhil/bangladesh-geocode,false
60,450,Bhurungamari,ভুরুঙ্গামারী,,,nuhil/bangladesh-geocode,false
60,451,Phulbari,ফুলবাড়ী,,,nuhil/bangladesh-geocode,false
60,452,Rajarhat,রাজারহাট,,,nuhil/bangladesh-geocode,false
60,453,Ulipur,উলিপুর,,,nuhil/bangladesh-geocode,false
60,454,Chilmari,চিলমারী,,,nuhil/bangladesh-geocode,false
60,455,Rowmari,রৌমারী,,,nuhil/bangladesh-geocode,false
60,456,Charrajibpur,চর রাজিবপুর,,,nuhil/bangladesh-geocode,false
61,457,Sherpur Sadar,শেরপুর সদর,,,nuhil/bangladesh-geocode,false
61,458,Nalitabari,নালিতাবাড়ী,,,nuhil/bangladesh-geocode,false
61,459,Sreebordi,শ্রীবরদী,,,nuhil/bangladesh-geocode,false
5,46,Hatia,হাতিয়া,,,nuhil/bangladesh-geocode,false
61,460,Nokla,নকলা,,,nuhil/bangladesh-geocode,false
61,461,Jhenaigati,ঝিনাইগাতী,,,nuhil/bangladesh-geocode,false
62,462,Fulbaria,ফুলবাড়ীয়া,,,nuhil/bangladesh-geocode,false
62,463,Trishal,ত্রিশাল,,,nuhil/bangladesh-geocode,false
62,464,Bhaluka,ভালুকা,,,nuhil/bangladesh-geocode,false
62,465,Muktagacha,মুক্তাগাছা,,,nuhil/bangladesh-geocode,false
62,466,Mymensingh Sadar,ময়মনসিংহ সদর,,,nuhil/bangladesh-geocode,false
62,467,Dhobaura,ধোবাউড়া,,,nuhil/bangladesh-geocode,false
62,468,Phulpur,ফুলপুর,,,nuhil/bangladesh-geocode,false
62,469,Haluaghat,হালুয়াঘাট,,,nuhil/bangladesh-geocode,false
5,47,Subarnachar,সুবর্ণচর,,,nuhil/bangladesh-geocode,false
62,470,Gouripur,গৌরীপুর,,,nuhil/bangladesh-geocode,false
62,471,Gafargaon,গফরগাঁও,,,nuhil/bangladesh-geocode,false
62,472,Iswarganj,ঈশ্বরগঞ্জ,,,nuhil/bangladesh-geocode,false
62,473,Nandail,নান্দাইল,,,nuhil/bangladesh-geocode,false
62,474,Tarakanda,তারাকান্দা,,,nuhil/bangladesh-geocode,false
63,475,Jamalpur Sadar,জামালপুর সদর,,,nuhil/bangladesh-geocode,false
63,476,Melandah,মেলান্দহ,,,nuhil/bangladesh-geocode,false
63,477,Islampur,ইসলামপুর,,,nuhil/bangladesh-geocode,false
63,478,Dewangonj,দেওয়ানগঞ্জ,,,nuhil/bangladesh-geocode,false
63,479,Sarishabari,সরিষাবাড়ী,,,nuhil/bangladesh-geocode,false
5,48,Kabirhat,কবিরহাট,,,nuhil/bangladesh-geocode,false
63,480,Madarganj,মাদারগঞ্জ,,,nuhil/bangladesh-geocode,false
63,481,Bokshiganj,বকশীগঞ্জ,,,nuhil/bangladesh-geocode,false
64,482,Barhatta,বারহাট্টা,,,nuhil/bangladesh-geocode,false
64,483,Durgapur,দুর্গাপুর,,,nuhil/bangladesh-geocode,false
64,484,Kendua,কেন্দুয়া,,,nuhil/bangladesh-geocode,false
64,485,Atpara,আটপাড়া,,,nuhil/bangladesh-geocode,false
64,486,Madan,মদন,,,nuhil/bangladesh-geocode,false
64,487,Khaliajuri,খালিয়াজুরী,,,nuhil/bangladesh-geocode,false
64,488,Kalmakanda,কলমাকান্দা,,,nuhil/bangladesh-geocode,false
64,489,Mohongonj,মোহনগঞ্জ,,,nuhil/bangladesh-geocode,false
5,49,Senbug,সেনবাগ,,,nuhil/bangladesh-geocode,false
64,490,Purbadhala,পূর্বধলা,,,nuhil/bangladesh-geocode,false
64,491,Netrokona Sadar,নেত্রকোণা সদর,,,nuhil/bangladesh-geocode,false
9,492,Eidgaon,ঈদগাঁও,,,nuhil/bangladesh-geocode,false
39,493,Madhyanagar,মধ্যনগর,,,nuhil/bangladesh-geocode,false
50,494,Dasar,ডাসার,,,nuhil/bangladesh-geocode,false
1,5,Chauddagram,চৌদ্দগ্রাম,,,nuhil/bangladesh-geocode,false
5,50,Chatkhil,চাটখিল,,,nuhil/bangladesh-geocode,false
5,51,Sonaimori,সোনাইমুড়ী,,,nuhil/bangladesh-geocode,false
6,52,Haimchar,হাইমচর,,,nuhil/bangladesh-geocode,false
6,53,Kachua,কচুয়া,,,nuhil/bangladesh-geocode,false
6,54,Shahrasti,শাহরাস্তি,,,nuhil/bangladesh-geocode,false
6,55,Chandpur Sadar,চাঁদপুর সদর,,,nuhil/bangladesh-geocode,false
6,56,Matlab South,মতলব দক্ষিণ,,,nuhil/bangladesh-geocode,false
6,57,Hajiganj,হাজীগঞ্জ,,,nuhil/bangladesh-geocode,false
6,58,Matlab North,মতলব উত্তর,,,nuhil/bangladesh-geocode,false
6,59,Faridgonj,ফরিদগঞ্জ,,,nuhil/bangladesh-geocode,false
1,6,Daudkandi,দাউদকান্দি,,,nuhil/bangladesh-geocode,false
7,60,Lakshmipur Sadar,লক্ষ্মীপুর সদর,,,nuhil/bangladesh-geocode,false
7,61,Kamalnagar,কমলনগর,,,nuhil/bangladesh-geocode,false
7,62,Raipur,রায়পুর,,,nuhil/bangladesh-geocode,false
7,63,Ramgati,রামগতি,,,nuhil/bangladesh-geocode,false
7,64,Ramganj,রামগঞ্জ,,,nuhil/bangladesh-geocode,false
8,65,Rangunia,রাঙ্গুনিয়া,,,nuhil/bangladesh-geocode,false
8,66,Sitakunda,সীতাকুন্ড,,,nuhil/bangladesh-geocode,false
8,67,Mirsharai,মীরসরাই,,,nuhil/bangladesh-geocode,false
8,68,Patiya,পটিয়া,,,nuhil/bangladesh-geocode,false
8,69,Sandwip,সন্দ্বীপ,,,nuhil/bangladesh-geocode,false
1,7,Homna,হোমনা,,,nuhil/bangladesh-geocode,false
8,70,Banshkhali,বাঁশখালী,,,nuhil/bangladesh-geocode,false
8,71,Boalkhali,বোয়ালখালী,,,nuhil/bangladesh-geocode,false
8,72,Anwara,আনোয়ারা,,,nuhil/bangladesh-geocode,false
8,73,Chandanaish,চন্দনাইশ,,,nuhil/bangladesh-geocode,false
8,74,Satkania,সাতকানিয়া,,,nuhil/bangladesh-geocode,false
8,75,Lohagara,লোহাগাড়া,,,nuhil/bangladesh-geocode,false
8,76,Hathazari,হাটহাজারী,,,nuhil/bangladesh-geocode,false
8,77,Fatikchhari,ফটিকছড়ি,,,nuhil/bangladesh-geocode,false
8,78,Raozan,রাউজান,,,nuhil/bangladesh-geocode,false
8,79,Karnafuli,কর্ণফুলী,,,nuhil/bangladesh-geocode,false
1,8,Laksam,লাকসাম,,,nuhil/bangladesh-geocode,false
9,80,Coxsbazar Sadar,কক্সবাজার সদর,,,nuhil/bangladesh-geocode,false
9,81,Chakaria,চকরিয়া,,,nuhil/bangladesh-geocode,false
9,82,Kutubdia,কুতুবদিয়া,,,nuhil/bangladesh-geocode,false
9,83,Ukhiya,উখিয়া,,,nuhil/bangladesh-geocode,false
9,84,Moheshkhali,মহেশখালী,,,nuhil/bangladesh-geocode,false
9,85,Pekua,পেকুয়া,,,nuhil/bangladesh-geocode,false
9,86,Ramu,রামু,,,nuhil/bangladesh-geocode,false
9,87,Teknaf,টেকনাফ,,,nuhil/bangladesh-geocode,false
10,88,Khagrachhari Sadar,খাগড়াছড়ি সদর,,,nuhil/bangladesh-geocode,false
10,89,Dighinala,দিঘীনালা,,,nuhil/bangladesh-geocode,false
1,9,Muradnagar,মুরাদনগর,,,nuhil/bangladesh-geocode,false
10,90,Panchari,পানছড়ি,,,nuhil/bangladesh-geocode,false
10,91,Laxmichhari,লক্ষীছড়ি,,,nuhil/bangladesh-geocode,false
10,92,Mohalchari,মহালছড়ি,,,nuhil/bangladesh-geocode,false
10,93,Manikchari,মানিকছড়ি,,,nuhil/bangladesh-geocode,false
10,94,Ramgarh,রামগড়,,,nuhil/bangladesh-geocode,false
10,95,Matiranga,মাটিরাঙ্গা,,,nuhil/bangladesh-geocode,false
10,96,Guimara,গুইমারা,,,nuhil/bangladesh-geocode,false
11,97,Bandarban Sadar,বান্দরবান সদর,,,nuhil/bangladesh-geocode,false
11,98,Alikadam,আলীকদম,,,nuhil/bangladesh-geocode,false
11,99,Naikhongchhari,নাইক্ষ্যংছড়ি,,,nuhil/bangladesh-geocode,false
