adm3_name,adm3_name1,adm3_name2,adm3_name3,adm3_pcode,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm3_ref_name,center_lat,center_lon
Bera,,,,BD50760016,Pabna,,,,BD5076,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,266.8933824,v03,en,,,,,23.94251893,89.65718472
Bhangura,,,,BD50760019,Pabna,,,,BD5076,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,134.7528081,v03,en,,,,,24.23892741,89.39638738
Chatmohar,,,,BD50760022,Pabna,,,,BD5076,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,305.4193511,v03,en,,,,,24.22410244,89.30321873
Faridpur,,,,BD50760033,Pabna,,,,BD5076,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,139.772564,v03,en,,,,,24.15813002,89.44947783
Ishwardi,,,,BD50760039,Pabna,,,,BD5076,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,269.1991014,v03,en,,,,,24.08017137,89.09433764
Pabna Sadar,,,,BD50760055,Pabna,,,,BD5076,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,429.9916191,v03,en,,,,,23.99489442,89.28112247
Santhia,,,,BD50760072,Pabna,,,,BD5076,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,330.7486704,v03,en,,,,,24.04342759,89.51589956
Sujanagar,,,,BD50760083,Pabna,,,,BD5076,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,333.1101585,v03,en,,,,,23.89782952,89.51401384
Bagha,,,,BD50810010,Rajshahi,,,,BD5081,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,185.678263,v03,en,,,,,24.20594533,88.833999
Bagmara,,,,BD50810012,Rajshahi,,,,BD5081,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,366.1510196,v03,en,,,,,24.59364101,88.80923132
Charghat,,,,BD50810025,Rajshahi,,,,BD5081,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,174.427283,v03,en,,,,,24.30119249,88.77510723
Durgapur,,,,BD50810031,Rajshahi,,,,BD5081,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,199.5210398,v03,en,,,,,24.46827737,88.76089517
Godagari,,,,BD50810034,Rajshahi,,,,BD5081,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,489.9728087,v03,en,,,,,24.48314948,88.41492417
Mohanpur,,,,BD50810053,Rajshahi,,,,BD5081,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,161.8745052,v03,en,,,,,24.55475052,88.64078614
Paba,,,,BD50810072,Rajshahi,,,,BD5081,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,305.283178,v03,en,,,,,24.33813369,88.59074395
Puthia,,,,BD50810082,Rajshahi,,,,BD5081,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,196.0706296,v03,en,,,,,24.41148732,88.82735743
Tanore,,,,BD50810094,Rajshahi,,,,BD5081,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,297.1527513,v03,en,,,,,24.61985872,88.53090746
Belkuchi,,,,BD50880011,Sirajganj,,,,BD5088,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,164.4953556,v03,en,,,,,24.29793,89.70147902
Chouhali,,,,BD50880027,Sirajganj,,,,BD5088,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,253.4318778,v03,en,,,,,24.13944642,89.75743944
Kamarkhanda,,,,BD50880044,Sirajganj,,,,BD5088,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,92.06618734,v03,en,,,,,24.37750815,89.64226021
Kazipur,,,,BD50880050,Sirajganj,,,,BD5088,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,372.4074672,v03,en,,,,,24.67158952,89.68890716
Rayganj,,,,BD50880061,Sirajganj,,,,BD5088,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,264.9767108,v03,en,,,,,24.49221055,89.51526376
Shahjadpur,,,,BD50880067,Sirajganj,,,,BD5088,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,324.6215816,v03,en,,,,,24.16297216,89.63072075
Sirajganj Sadar,,,,BD50880078,Sirajganj,,,,BD5088,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,325.4910094,v03,en,,,,,24.4942697,89.68960995
Tarash,,,,BD50880089,Sirajganj,,,,BD5088,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,300.1027885,v03,en,,,,,24.44537456,89.35780269
Ullapara,,,,BD50880094,Sirajganj,,,,BD5088,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,414.2783633,v03,en,,,,,24.32784904,89.51823326
Amtali,,,,BD10040009,Barguna,,,,BD1004,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,309.9071504,v03,en,,,,,22.14650328,90.27003676
Bamna,,,,BD10040019,Barguna,,,,BD1004,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,99.623109,v03,en,,,,,22.27232966,90.05729578
Barguna Sadar,,,,BD10040028,Barguna,,,,BD1004,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,376.7983118,v03,en,,,,,22.12684969,90.10169624
Betagi,,,,BD10040047,Barguna,,,,BD1004,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,168.6063807,v03,en,,,,,22.34818523,90.14935951
Patharghata,,,,BD10040085,Barguna,,,,BD1004,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,299.0684997,v03,en,,,,,22.08967959,89.95942885
Taltali,,,,BD10040090,Barguna,,,,BD1004,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,280.9582173,v03,en,,,,,21.96759531,90.10058791
Agailjhara,,,,BD10060002,Barishal,,,,BD1006,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,158.245619,v03,en,,,,,22.9676431,90.14047232
Babuganj,,,,BD10060003,Barishal,,,,BD1006,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,161.466869,v03,en,,,,,22.82461621,90.31272617
Bakerganj,,,,BD10060007,Barishal,,,,BD1006,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,404.0196797,v03,en,,,,,22.55478164,90.39007461
Banaripara,,,,BD10060010,Barishal,,,,BD1006,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,134.0818511,v03,en,,,,,22.81118715,90.12916707
Barishal Sadar (Kotwali),,,,BD10060051,Barishal,,,,BD1006,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,242.8532963,v03,en,,,,,22.71481106,90.40960035
Gaurnadi,,,,BD10060032,Barishal,,,,BD1006,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,147.9003903,v03,en,,,,,22.96981456,90.24285253
Hijla,,,,BD10060036,Barishal,,,,BD1006,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,363.3391776,v03,en,,,,,22.9628024,90.55182414
Mehendiganj,,,,BD10060062,Barishal,,,,BD1006,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,406.650511,v03,en,,,,,22.81597145,90.51901486
Muladi,,,,BD10060069,Barishal,,,,BD1006,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,229.7925164,v03,en,,,,,22.95514912,90.37599974
Ujirpur,,,,BD10060094,Barishal,,,,BD1006,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,246.5661778,v03,en,,,,,22.86574877,90.16497331
Bhola Sadar,,,,BD10090018,Bhola,,,,BD1009,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,435.5336893,v03,en,,,,,22.70723511,90.6305403
Borhanuddin,,,,BD10090021,Bhola,,,,BD1009,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,286.8003872,v03,en,,,,,22.48540881,90.71537999
Charfasson,,,,BD10090025,Bhola,,,,BD1009,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,1221.700811,v03,en,,,,,22.04486186,90.72459883
Daulatkhan,,,,BD10090029,Bhola,,,,BD1009,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,306.55457,v03,en,,,,,22.6420874,90.74547893
Lalmohan,,,,BD10090054,Bhola,,,,BD1009,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,381.9154574,v03,en,,,,,22.30234352,90.77136962
Monpura,,,,BD10090065,Bhola,,,,BD1009,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,513.2332937,v03,en,,,,,22.22216484,90.94308102
Tazumuddin,,,,BD10090091,Bhola,,,,BD1009,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,325.9247274,v03,en,,,,,22.45254839,90.85981809
Jhalokathi Sadar,,,,BD10420040,Jhalokati,,,,BD1042,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,203.9791903,v03,en,,,,,22.67977942,90.19275327
Kanthalia,,,,BD10420043,Jhalokati,,,,BD1042,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,158.6135493,v03,en,,,,,22.41941257,90.10206117
Nalchhity,,,,BD10420073,Jhalokati,,,,BD1042,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,209.466916,v03,en,,,,,22.6010276,90.27149045
Rajapur,,,,BD10420084,Jhalokati,,,,BD1042,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,163.6454936,v03,en,,,,,22.54965797,90.13094414
Bauphal,,,,BD10780038,Patuakhali,,,,BD1078,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,487.663989,v03,en,,,,,22.43734658,90.54648458
Dashmina,,,,BD10780052,Patuakhali,,,,BD1078,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,301.3823519,v03,en,,,,,22.25076067,90.55428617
Dumki,,,,BD10780055,Patuakhali,,,,BD1078,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,94.39920657,v03,en,,,,,22.44825458,90.37305019
Galachipa,,,,BD10780057,Patuakhali,,,,BD1078,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,528.0562766,v03,en,,,,,22.14780512,90.46051826
Kalapara,,,,BD10780066,Patuakhali,,,,BD1078,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,490.6633756,v03,en,,,,,21.93370908,90.22168667
Mirzaganj,,,,BD10780076,Patuakhali,,,,BD1078,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,176.4448417,v03,en,,,,,22.35550943,90.21740561
Patuakhali Sadar,,,,BD10780095,Patuakhali,,,,BD1078,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,366.0199556,v03,en,,,,,22.33453254,90.32931509
Rangabali,,,,BD10780097,Patuakhali,,,,BD1078,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,680.4038615,v03,en,,,,,21.93161968,90.43046083
Bhandaria,,,,BD10790014,Pirojpur,,,,BD1079,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,165.8052963,v03,en,,,,,22.45182375,90.01974753
Indurkani,,,,BD10790090,Pirojpur,,,,BD1079,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,100.4990614,v03,en,,,,,22.46620998,89.96524888
Kawkhali,,,,BD10790047,Pirojpur,,,,BD1079,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,80.56512392,v03,en,,,,,22.60625111,90.05726044
Mathbaria,,,,BD10790058,Pirojpur,,,,BD1079,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,351.6869946,v03,en,,,,,22.2829089,89.94927971
Nazirpur,,,,BD10790076,Pirojpur,,,,BD1079,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,227.9252141,v03,en,,,,,22.76993652,89.97482465
Nesarabad (Swarupkathi),,,,BD10790087,Pirojpur,,,,BD1079,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,182.567806,v03,en,,,,,22.72142509,90.08564362
Pirojpur Sadar,,,,BD10790080,Pirojpur,,,,BD1079,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,163.6420643,v03,en,,,,,22.60920201,89.97934666
Bakshiganj,,,,BD45390007,Jamalpur,,,,BD4539,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,205.6656545,v03,en,,,,,25.2144324,89.85216642
Dewanganj,,,,BD45390015,Jamalpur,,,,BD4539,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,261.2784237,v03,en,,,,,25.2679709,89.76630949
Islampur,,,,BD45390029,Jamalpur,,,,BD4539,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,342.2320164,v03,en,,,,,25.07564439,89.76306354
Jamalpur Sadar,,,,BD45390036,Jamalpur,,,,BD4539,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,488.8069671,v03,en,,,,,24.84275893,90.01524092
Madarganj,,,,BD45390058,Jamalpur,,,,BD4539,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,223.6095973,v03,en,,,,,24.88510913,89.74178896
Melandaha,,,,BD45390061,Jamalpur,,,,BD4539,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,268.6707907,v03,en,,,,,24.95599302,89.82798691
Sarishabari,,,,BD45390085,Jamalpur,,,,BD4539,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,261.6038869,v03,en,,,,,24.72155439,89.83061407
Bhaluka,,,,BD45610013,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,446.5488863,v03,en,,,,,24.38161662,90.35390162
Dhobaura,,,,BD45610016,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,257.3303347,v03,en,,,,,25.10122351,90.52558027
Fulbaria,,,,BD45610020,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,396.5533581,v03,en,,,,,24.58684471,90.25615763
Fulpur,,,,BD45610081,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,284.8308411,v03,en,,,,,24.95293883,90.35294374
Gafargaon,,,,BD45610022,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,397.4656106,v03,en,,,,,24.39365628,90.54992728
Gouripur,,,,BD45610023,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,282.9141873,v03,en,,,,,24.75653851,90.58614903
Haluaghat,,,,BD45610024,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,349.4944139,v03,en,,,,,25.08413627,90.35208288
Ishwarganj,,,,BD45610031,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,278.1810367,v03,en,,,,,24.64475383,90.59950915
Muktagachha,,,,BD45610065,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,313.5555359,v03,en,,,,,24.74426562,90.20554409
Mymensingh Sadar,,,,BD45610052,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,282.341788,v03,en,,,,,24.84613696,90.26415422
Nandail,,,,BD45610072,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,327.1642164,v03,en,,,,,24.54947402,90.67677784
Tarakanda,,,,BD45610088,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,281.0010454,v03,en,,,,,24.86413144,90.46339735
Trishal,,,,BD45610094,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,336.1382122,v03,en,,,,,24.56370418,90.41044074
Atpara,,,,BD45720004,Netrakona,,,,BD4572,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,193.7560988,v03,en,,,,,24.79395945,90.87706885
Barhatta,,,,BD45720009,Netrakona,,,,BD4572,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,221.172062,v03,en,,,,,24.92234073,90.88506443
Durgapur,,,,BD45720018,Netrakona,,,,BD4572,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,277.2294325,v03,en,,,,,25.0890702,90.6833433
Kalmakanda,,,,BD45720040,Netrakona,,,,BD4572,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,383.7095039,v03,en,,,,,25.07759048,90.85761154
Kendua,,,,BD45720047,Netrakona,,,,BD4572,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,311.1989948,v03,en,,,,,24.67804297,90.80216919
Khaliajuri,,,,BD45720038,Netrakona,,,,BD4572,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,292.7221781,v03,en,,,,,24.70497783,91.12181656
Madan,,,,BD45720056,Netrakona,,,,BD4572,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,226.3241148,v03,en,,,,,24.67829123,90.96698729
Mohanganj,,,,BD45720063,Netrakona,,,,BD4572,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,242.2820941,v03,en,,,,,24.827911,91.02336058
Netrakona Sadar,,,,BD45720074,Netrakona,,,,BD4572,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,334.5973221,v03,en,,,,,24.88718661,90.73811233
Purbadhala,,,,BD45720083,Netrakona,,,,BD4572,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,317.1287065,v03,en,,,,,24.93402036,90.60294175
Jhenaigati,,,,BD45890037,Sherpur,,,,BD4589,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,203.4217148,v03,en,,,,,25.18241144,90.05414329
Nakla,,,,BD45890067,Sherpur,,,,BD4589,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,171.1843532,v03,en,,,,,24.95798125,90.18478482
Nalitabari,,,,BD45890070,Sherpur,,,,BD4589,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,333.4256622,v03,en,,,,,25.11729884,90.18440043
Sherpur Sadar,,,,BD45890088,Sherpur,,,,BD4589,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,351.4673862,v03,en,,,,,24.99084023,90.02163529
Sreebardi,,,,BD45890090,Sherpur,,,,BD4589,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,268.4915442,v03,en,,,,,25.16484943,89.95713439
Birampur,,,,BD55270010,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,214.2785762,v03,en,,,,,25.3799376,88.96340196
Birganj,,,,BD55270012,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,414.682537,v03,en,,,,,25.92942183,88.62578221
Birol,,,,BD55270017,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,350.9479117,v03,en,,,,,25.6468912,88.54722616
Bochaganj,,,,BD55270021,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,223.1947952,v03,en,,,,,25.786215,88.45332443
Chirirbandar,,,,BD55270030,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,315.5876671,v03,en,,,,,25.666732,88.78325675
Dinajpur Sadar,,,,BD55270064,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,355.4119855,v03,en,,,,,25.60820914,88.67571762
Fulbari,,,,BD55270038,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,233.3928127,v03,en,,,,,25.47137881,88.90073652
Ghoraghat,,,,BD55270043,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,152.5786763,v03,en,,,,,25.28733313,89.21475129
Hakimpur,,,,BD55270047,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,101.1758299,v03,en,,,,,25.29276704,89.06120429
Kaharole,,,,BD55270056,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,205.7591841,v03,en,,,,,25.80245749,88.5985003
Khansama,,,,BD55270060,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,179.8780951,v03,en,,,,,25.87170113,88.76460004
Nababganj,,,,BD55270069,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,316.7139751,v03,en,,,,,25.42088957,89.09055668
Parbatipur,,,,BD55270077,Dinajpur,,,,BD5527,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,396.5130118,v03,en,,,,,25.61976841,88.92296933
Fulchhari,,,,BD55320021,Gaibandha,,,,BD5532,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,310.6678538,v03,en,,,,,25.25378546,89.65325858
Gaibandha Sadar,,,,BD55320024,Gaibandha,,,,BD5532,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,324.3168289,v03,en,,,,,25.35001584,89.56561501
Gobindaganj,,,,BD55320030,Gaibandha,,,,BD5532,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,461.6457676,v03,en,,,,,25.15773216,89.36972742
Palashbari,,,,BD55320067,Gaibandha,,,,BD5532,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,185.5276414,v03,en,,,,,25.26506469,89.39175132
Sadullapur,,,,BD55320082,Gaibandha,,,,BD5532,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,228.6004414,v03,en,,,,,25.39485471,89.42568996
Saghata,,,,BD55320088,Gaibandha,,,,BD5532,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,233.3574153,v03,en,,,,,25.1251917,89.56345058
Sundarganj,,,,BD55320091,Gaibandha,,,,BD5532,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,406.3825448,v03,en,,,,,25.51016336,89.56182562
Bhurungamari,,,,BD55490006,Kurigram,,,,BD5549,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,230.3507924,v03,en,,,,,26.11552584,89.69340888
Chilmari,,,,BD55490009,Kurigram,,,,BD5549,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,243.6170154,v03,en,,,,,25.56393785,89.71820959
Kurigram Sadar,,,,BD55490052,Kurigram,,,,BD5549,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,274.0507701,v03,en,,,,,25.82725828,89.69146386
Nageshwari,,,,BD55490061,Kurigram,,,,BD5549,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,416.2703733,v03,en,,,,,25.95992217,89.73954435
Phulbari,,,,BD55490018,Kurigram,,,,BD5549,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,160.9443184,v03,en,,,,,25.94768997,89.571724
Rajarhat,,,,BD55490077,Kurigram,,,,BD5549,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,163.2879297,v03,en,,,,,25.78741372,89.54159745
Rajibpur,,,,BD55490008,Kurigram,,,,BD5549,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,113.6941098,v03,en,,,,,25.44429196,89.76420813
Roumari,,,,BD55490079,Kurigram,,,,BD5549,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,200.2337635,v03,en,,,,,25.59306707,89.82808122
Ulipur,,,,BD55490094,Kurigram,,,,BD5549,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,465.1378402,v03,en,,,,,25.68970821,89.66873442
Aditmari,,,,BD55520002,Lalmonirhat,,,,BD5552,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,189.7205292,v03,en,,,,,25.94295908,89.36819323
Hatibandha,,,,BD55520033,Lalmonirhat,,,,BD5552,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,286.5232106,v03,en,,,,,26.12026719,89.1436277
Kaliganj,,,,BD55520039,Lalmonirhat,,,,BD5552,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,237.6085902,v03,en,,,,,25.98561274,89.24170563
Lalmonirhat Sadar,,,,BD55520055,Lalmonirhat,,,,BD5552,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,262.5299186,v03,en,,,,,25.87870187,89.4533625
Patgram,,,,BD55520070,Lalmonirhat,,,,BD5552,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,259.3344664,v03,en,,,,,26.34342513,89.01951962
Dimla,,,,BD55730012,Nilphamari,,,,BD5573,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,333.1256171,v03,en,,,,,26.17310954,88.9738563
Domar,,,,BD55730015,Nilphamari,,,,BD5573,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,251.3681973,v03,en,,,,,26.15958625,88.82543146
Jaldhaka,,,,BD55730036,Nilphamari,,,,BD5573,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,308.0718922,v03,en,,,,,26.03119206,88.99362175
Kishoreganj,,,,BD55730045,Nilphamari,,,,BD5573,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,208.1837365,v03,en,,,,,25.89799915,89.03314087
Nilphamari Sadar,,,,BD55730064,Nilphamari,,,,BD5573,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,373.8195398,v03,en,,,,,25.94204608,88.85474141
Saidpur,,,,BD55730085,Nilphamari,,,,BD5573,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,121.7042374,v03,en,,,,,25.80367107,88.92050498
Atowari,,,,BD55770004,Panchagarh,,,,BD5577,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,208.2015746,v03,en,,,,,26.25081731,88.42459873
Boda,,,,BD55770025,Panchagarh,,,,BD5577,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,338.6274591,v03,en,,,,,26.23502554,88.61881927
Debiganj,,,,BD55770034,Panchagarh,,,,BD5577,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,303.7020455,v03,en,,,,,26.12695233,88.7173732
Panchagarh Sadar,,,,BD55770073,Panchagarh,,,,BD5577,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,362.7126578,v03,en,,,,,26.36478029,88.591095
Tentulia,,,,BD55770090,Panchagarh,,,,BD5577,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,190.5900025,v03,en,,,,,26.51251074,88.43057717
Badarganj,,,,BD55850003,Rangpur,,,,BD5585,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,301.2941439,v03,en,,,,,25.66776884,89.05492385
Gangachara,,,,BD55850027,Rangpur,,,,BD5585,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,245.0446727,v03,en,,,,,25.88015073,89.20096031
Kaunia,,,,BD55850042,Rangpur,,,,BD5585,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,148.0126447,v03,en,,,,,25.76638064,89.39371603
Mithapukur,,,,BD55850058,Rangpur,,,,BD5585,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,518.0949245,v03,en,,,,,25.57212022,89.26091919
