adm3_name,adm3_name1,adm3_name2,adm3_name3,adm3_pcode,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm3_ref_name,center_lat,center_lon
Pakundia,,,,BD30480079,Kishoreganj,,,,BD3048,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,176.0521681,v03,en,,,,,24.32148898,90.69366131
Tarail,,,,BD30480092,Kishoreganj,,,,BD3048,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,144.8638739,v03,en,,,,,24.55087077,90.89053903
Dasar,,,,BD30540018,Madaripur,,,,BD3054,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,78.73442357,v03,en,,,,,23.09203776,90.16068434
Kalkini,,,,BD30540040,Madaripur,,,,BD3054,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,208.867512,v03,en,,,,,23.06702105,90.28068024
Madaripur Sadar,,,,BD30540054,Madaripur,,,,BD3054,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,263.2538481,v03,en,,,,,23.19122006,90.17839699
Rajoir,,,,BD30540080,Madaripur,,,,BD3054,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,236.6343595,v03,en,,,,,23.20208039,90.03856994
Shibchar,,,,BD30540087,Madaripur,,,,BD3054,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,366.3599484,v03,en,,,,,23.37319972,90.17594971
Daulatpur,,,,BD30560010,Manikganj,,,,BD3056,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,210.6058958,v03,en,,,,,23.95619414,89.79863832
Ghior,,,,BD30560022,Manikganj,,,,BD3056,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,145.5764508,v03,en,,,,,23.87441371,89.90388194
Harirampur,,,,BD30560028,Manikganj,,,,BD3056,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,263.4730764,v03,en,,,,,23.72066709,89.94587763
Manikganj Sadar,,,,BD30560046,Manikganj,,,,BD3056,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,217.7605837,v03,en,,,,,23.83665517,90.02995338
Saturia,,,,BD30560070,Manikganj,,,,BD3056,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,138.7025794,v03,en,,,,,23.95847921,90.00104205
Shibalay,,,,BD30560078,Manikganj,,,,BD3056,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,198.9099856,v03,en,,,,,23.83837419,89.81082872
Singair,,,,BD30560082,Manikganj,,,,BD3056,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,218.4471044,v03,en,,,,,23.78336259,90.15404116
Gazaria,,,,BD30590024,Munshiganj,,,,BD3059,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,137.2901124,v03,en,,,,,23.54722572,90.62901939
Louhajang,,,,BD30590044,Munshiganj,,,,BD3059,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,139.8459207,v03,en,,,,,23.46915976,90.34353188
Munshiganj Sadar,,,,BD30590056,Munshiganj,,,,BD3059,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,162.3473833,v03,en,,,,,23.48746746,90.52607222
Sirajdikhan,,,,BD30590074,Munshiganj,,,,BD3059,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,179.3555747,v03,en,,,,,23.59764523,90.35802481
Sreenagar,,,,BD30590084,Munshiganj,,,,BD3059,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,201.0826269,v03,en,,,,,23.54637332,90.26358225
Tongibari,,,,BD30590094,Munshiganj,,,,BD3059,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,113.6296984,v03,en,,,,,23.47479103,90.45275509
Araihazar,,,,BD30670002,Narayanganj,,,,BD3067,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,179.1116804,v03,en,,,,,23.76432347,90.66936209
Bandar,,,,BD30670006,Narayanganj,,,,BD3067,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,44.83640387,v03,en,,,,,23.64094241,90.54550603
Narayanganj Sadar,,,,BD30670058,Narayanganj,,,,BD3067,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,68.64231869,v03,en,,,,,23.61270286,90.46967182
Rupganj,,,,BD30670068,Narayanganj,,,,BD3067,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,184.8518226,v03,en,,,,,23.81242547,90.54002928
Sonargaon,,,,BD30670004,Narayanganj,,,,BD3067,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,180.2058728,v03,en,,,,,23.67465419,90.59430133
Belabo,,,,BD30680007,Narsingdi,,,,BD3068,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,120.2417371,v03,en,,,,,24.10145744,90.84873217
Manohardi,,,,BD30680052,Narsingdi,,,,BD3068,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,194.0856232,v03,en,,,,,24.16079951,90.73076261
Narsingdi Sadar,,,,BD30680060,Narsingdi,,,,BD3068,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,222.6354598,v03,en,,,,,23.86911891,90.70802254
Palash,,,,BD30680063,Narsingdi,,,,BD3068,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,95.0068199,v03,en,,,,,23.95637032,90.64990826
Raipura,,,,BD30680064,Narsingdi,,,,BD3068,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,322.0380105,v03,en,,,,,23.96194635,90.8720913
Shibpur,,,,BD30680076,Narsingdi,,,,BD3068,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,209.251525,v03,en,,,,,24.02764768,90.74701282
Baliakandi,,,,BD30820007,Rajbari,,,,BD3082,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,231.8826453,v03,en,,,,,23.65063781,89.55170229
Goalanda,,,,BD30820029,Rajbari,,,,BD3082,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,145.3942619,v03,en,,,,,23.75575567,89.76518481
Kalukhali,,,,BD30820047,Rajbari,,,,BD3082,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,169.7197041,v03,en,,,,,23.74188518,89.47527823
Pangsha,,,,BD30820073,Rajbari,,,,BD3082,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,256.8171294,v03,en,,,,,23.78899188,89.38777563
Rajbari Sadar,,,,BD30820076,Rajbari,,,,BD3082,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,325.8412166,v03,en,,,,,23.71718423,89.65606415
Bhedarganj,,,,BD30860014,Shariatpur,,,,BD3086,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,278.383316,v03,en,,,,,23.24773906,90.51356683
Damudya,,,,BD30860025,Shariatpur,,,,BD3086,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,98.25827133,v03,en,,,,,23.13989972,90.42264111
Gosairhat,,,,BD30860036,Shariatpur,,,,BD3086,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,180.602501,v03,en,,,,,23.08167785,90.45694826
Naria,,,,BD30860065,Shariatpur,,,,BD3086,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,230.5006629,v03,en,,,,,23.30575605,90.4276623
Shariatpur Sadar,,,,BD30860069,Shariatpur,,,,BD3086,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,174.0256917,v03,en,,,,,23.21884243,90.31670125
Zajira,,,,BD30860094,Shariatpur,,,,BD3086,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,240.7739702,v03,en,,,,,23.36558386,90.3236872
Basail,,,,BD30930009,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,156.6455247,v03,en,,,,,24.23384013,90.04024194
Bhuanpur,,,,BD30930019,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,228.5540429,v03,en,,,,,24.47720074,89.81588907
Delduar,,,,BD30930023,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,171.7782668,v03,en,,,,,24.14750937,89.93895701
Dhanbari,,,,BD30930025,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,135.8941801,v03,en,,,,,24.68753433,89.93350156
Ghatail,,,,BD30930028,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,453.0999032,v03,en,,,,,24.47370046,90.05304586
Gopalpur,,,,BD30930038,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,192.5966454,v03,en,,,,,24.57241619,89.90181619
Kalihati,,,,BD30930047,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,299.6764677,v03,en,,,,,24.3596877,89.94673602
Madhupur,,,,BD30930057,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,374.5164694,v03,en,,,,,24.65012904,90.06228115
Mirzapur,,,,BD30930066,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,370.2203047,v03,en,,,,,24.11805874,90.10720089
Nagarpur,,,,BD30930076,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,256.4414607,v03,en,,,,,24.05062667,89.87547056
Sakhipur,,,,BD30930085,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,435.0508301,v03,en,,,,,24.30626157,90.1748612
Tangail Sadar,,,,BD30930095,Tangail,,,,BD3093,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,298.1882725,v03,en,,,,,24.25962298,89.86705123
Bagerhat Sadar,,,,BD40010008,Bagerhat,,,,BD4001,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,315.4442319,v03,en,,,,,22.6761286,89.76267481
Chitalmari,,,,BD40010014,Bagerhat,,,,BD4001,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,194.3353404,v03,en,,,,,22.81113978,89.86525389
Fakirhat,,,,BD40010034,Bagerhat,,,,BD4001,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,159.2239625,v03,en,,,,,22.74261933,89.66610277
Kachua,,,,BD40010038,Bagerhat,,,,BD4001,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,125.0360078,v03,en,,,,,22.65213817,89.87394519
Mollahat,,,,BD40010056,Bagerhat,,,,BD4001,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,180.7625273,v03,en,,,,,22.8841779,89.77298864
Mongla,,,,BD40010058,Bagerhat,,,,BD4001,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,1467.321298,v03,en,,,,,22.11653738,89.65966488
Morelganj,,,,BD40010060,Bagerhat,,,,BD4001,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,442.7464268,v03,en,,,,,22.48332119,89.83422475
Rampal,,,,BD40010073,Bagerhat,,,,BD4001,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,277.6834289,v03,en,,,,,22.59031343,89.65135819
Sharankhola,,,,BD40010077,Bagerhat,,,,BD4001,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,909.9225134,v03,en,,,,,22.06308526,89.82172027
Alamdanga,,,,BD40180007,Chuadanga,,,,BD4018,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,366.0275484,v03,en,,,,,23.72952308,88.90824581
Chuadanga Sadar,,,,BD40180023,Chuadanga,,,,BD4018,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,296.3880878,v03,en,,,,,23.58945721,88.88544829
Damurhuda,,,,BD40180031,Chuadanga,,,,BD4018,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,304.0364348,v03,en,,,,,23.59201621,88.73978174
Jibannagar,,,,BD40180055,Chuadanga,,,,BD4018,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,199.7324237,v03,en,,,,,23.44297578,88.85026481
Abhaynagar,,,,BD40410004,Jashore,,,,BD4041,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,245.7453157,v03,en,,,,,23.01770386,89.41968215
Bagharpara,,,,BD40410009,Jashore,,,,BD4041,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,272.8557869,v03,en,,,,,23.24253049,89.3353901
Chaugachha,,,,BD40410011,Jashore,,,,BD4041,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,271.7718717,v03,en,,,,,23.26325264,89.02328652
Jashore Sadar,,,,BD40410047,Jashore,,,,BD4041,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,436.6544883,v03,en,,,,,23.18247843,89.21885642
Jhikargachha,,,,BD40410023,Jashore,,,,BD4041,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,307.1850899,v03,en,,,,,23.06873072,89.05428478
Keshabpur,,,,BD40410038,Jashore,,,,BD4041,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,256.7925675,v03,en,,,,,22.88037398,89.23152615
Manirampur,,,,BD40410061,Jashore,,,,BD4041,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,444.8418493,v03,en,,,,,23.00645606,89.21986148
Sharsha,,,,BD40410090,Jashore,,,,BD4041,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,340.5709419,v03,en,,,,,23.04479212,88.94109704
Harinakundu,,,,BD40440014,Jhenaidah,,,,BD4044,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,228.659355,v03,en,,,,,23.64350865,89.07686969
Jhenaidah Sadar,,,,BD40440019,Jhenaidah,,,,BD4044,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,466.9267688,v03,en,,,,,23.51638682,89.15753517
Kaliganj,,,,BD40440033,Jhenaidah,,,,BD4044,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,309.6733071,v03,en,,,,,23.36959471,89.15233514
Kotchandpur,,,,BD40440042,Jhenaidah,,,,BD4044,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,164.3589029,v03,en,,,,,23.44497008,89.00141696
Maheshpur,,,,BD40440071,Jhenaidah,,,,BD4044,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,419.7584499,v03,en,,,,,23.32017163,88.85970006
Shailkupa,,,,BD40440080,Jhenaidah,,,,BD4044,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,376.1309532,v03,en,,,,,23.66362143,89.24261925
Batiaghata,,,,BD40470012,Khulna,,,,BD4047,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,237.3837799,v03,en,,,,,22.71333993,89.51491534
Dacope,,,,BD40470017,Khulna,,,,BD4047,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,1103.689603,v03,en,,,,,22.24203107,89.52637642
Dighalia,,,,BD40470040,Khulna,,,,BD4047,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,86.28562664,v03,en,,,,,22.92151447,89.55377852
Dumuria,,,,BD40470030,Khulna,,,,BD4047,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,456.1330366,v03,en,,,,,22.80576338,89.39802703
Koyra,,,,BD40470053,Khulna,,,,BD4047,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,1762.951474,v03,en,,,,,22.07788302,89.3950567
Paikgachha,,,,BD40470064,Khulna,,,,BD4047,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,378.3288298,v03,en,,,,,22.59006747,89.34020164
Phultala,,,,BD40470069,Khulna,,,,BD4047,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,76.81250969,v03,en,,,,,22.94830901,89.45416809
Rupsa,,,,BD40470075,Khulna,,,,BD4047,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,119.614468,v03,en,,,,,22.81922745,89.63623389
Terokhada,,,,BD40470094,Khulna,,,,BD4047,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,189.4474286,v03,en,,,,,22.91397441,89.65512323
Bheramara,,,,BD40500015,Kushtia,,,,BD4050,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,151.1562272,v03,en,,,,,24.0562809,88.98115536
Daulatpur,,,,BD40500039,Kushtia,,,,BD4050,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,483.7217299,v03,en,,,,,24.03425965,88.83553965
Khoksa,,,,BD40500063,Kushtia,,,,BD4050,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,106.5806718,v03,en,,,,,23.8108428,89.30040417
Kumarkhali,,,,BD40500071,Kushtia,,,,BD4050,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,267.9374238,v03,en,,,,,23.85817582,89.21033767
Kushtia Sadar,,,,BD40500079,Kushtia,,,,BD4050,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,319.721773,v03,en,,,,,23.82447726,89.08978509
Mirpur,,,,BD40500094,Kushtia,,,,BD4050,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,310.1361806,v03,en,,,,,23.89715846,88.98617202
Magura Sadar,,,,BD40550057,Magura,,,,BD4055,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,401.6147009,v03,en,,,,,23.45188316,89.41242724
Mohammadpur,,,,BD40550066,Magura,,,,BD4055,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,226.4176447,v03,en,,,,,23.40009353,89.55069065
Shalikha,,,,BD40550085,Magura,,,,BD4055,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,229.2098077,v03,en,,,,,23.34769219,89.35926814
Sreepur,,,,BD40550095,Magura,,,,BD4055,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,185.0984316,v03,en,,,,,23.59766202,89.42412163
Gangni,,,,BD40570047,Meherpur,,,,BD4057,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,340.3501268,v03,en,,,,,23.85742395,88.77069557
Meherpur Sadar,,,,BD40570087,Meherpur,,,,BD4057,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,264.0542605,v03,en,,,,,23.7652793,88.6614059
Mujibnagar,,,,BD40570060,Meherpur,,,,BD4057,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,113.9330238,v03,en,,,,,23.66804173,88.62066855
Kalia,,,,BD40650028,Narail,,,,BD4065,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,300.7593974,v03,en,,,,,23.02924849,89.64163082
Lohagara,,,,BD40650052,Narail,,,,BD4065,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,292.2336603,v03,en,,,,,23.20424901,89.6241797
Narail Sadar,,,,BD40650076,Narail,,,,BD4065,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,390.9485302,v03,en,,,,,23.15493941,89.49509628
Ashashuni,,,,BD40870004,Satkhira,,,,BD4087,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,378.4648572,v03,en,,,,,22.51924727,89.18743219
Debhata,,,,BD40870025,Satkhira,,,,BD4087,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,173.4595876,v03,en,,,,,22.5965225,89.01346306
Kalaroa,,,,BD40870043,Satkhira,,,,BD4087,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,233.449956,v03,en,,,,,22.88034049,89.03019097
Kaliganj,,,,BD40870047,Satkhira,,,,BD4087,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,330.1093675,v03,en,,,,,22.44743606,89.06238055
Satkhira Sadar,,,,BD40870082,Satkhira,,,,BD4087,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,399.5503534,v03,en,,,,,22.72028952,89.03826939
Shyamnagar,,,,BD40870086,Satkhira,,,,BD4087,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,2109.413378,v03,en,,,,,22.01217711,89.18060186
Tala,,,,BD40870090,Satkhira,,,,BD4087,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,338.5522968,v03,en,,,,,22.73989638,89.21059096
Adamdighi,,,,BD50100006,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,170.618966,v03,en,,,,,24.80008982,89.05968137
Bogura Sadar,,,,BD50100020,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,178.0873641,v03,en,,,,,24.89539917,89.35605547
Dhunat,,,,BD50100027,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,251.8938668,v03,en,,,,,24.68260297,89.55015673
Dupchachia,,,,BD50100033,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,165.4813629,v03,en,,,,,24.88236608,89.13984044
Gabtali,,,,BD50100040,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,244.0112737,v03,en,,,,,24.8872405,89.46482964
Kahaloo,,,,BD50100054,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,237.7926269,v03,en,,,,,24.83250864,89.25142354
Nandigram,,,,BD50100067,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,271.9774827,v03,en,,,,,24.68118488,89.22715695
Sariakandi,,,,BD50100081,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,416.2944937,v03,en,,,,,24.8789082,89.61656334
Shajahanpur,,,,BD50100085,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,221.3087664,v03,en,,,,,24.76021686,89.3755597
Sherpur,,,,BD50100088,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,297.0016024,v03,en,,,,,24.62867573,89.42257132
Shibganj,,,,BD50100094,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,315.6779337,v03,en,,,,,25.01683461,89.30649345
Sonatala,,,,BD50100095,Bogura,,,,BD5010,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,159.9820421,v03,en,,,,,24.99736498,89.51417967
Bholahat,,,,BD50700018,Chapainababganj,,,,BD5070,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,123.44103,v03,en,,,,,24.89721664,88.20949302
Chapainawabganj Sadar,,,,BD50700066,Chapainababganj,,,,BD5070,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,438.2682894,v03,en,,,,,24.56534241,88.25806499
Gomastapur,,,,BD50700037,Chapainababganj,,,,BD5070,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,318.8131455,v03,en,,,,,24.85857325,88.35544732
Nachole,,,,BD50700056,Chapainababganj,,,,BD5070,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,283.2610993,v03,en,,,,,24.72706303,88.3963179
Shibganj,,,,BD50700088,Chapainababganj,,,,BD5070,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,525.5937762,v03,en,,,,,24.70501636,88.1548792
Akkelpur,,,,BD50380013,Joypurhat,,,,BD5038,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,140.4705733,v03,en,,,,,24.93348532,89.04202677
Joypurhat Sadar,,,,BD50380047,Joypurhat,,,,BD5038,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,236.3221586,v03,en,,,,,25.10765486,89.02145393
Kalai,,,,BD50380058,Joypurhat,,,,BD5038,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,166.0603103,v03,en,,,,,25.07808103,89.19883986
Khetlal,,,,BD50380061,Joypurhat,,,,BD5038,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,143.3294172,v03,en,,,,,25.02338997,89.11766883
Panchbibi,,,,BD50380074,Joypurhat,,,,BD5038,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,279.6837005,v03,en,,,,,25.20498364,89.07186488
Atrai,,,,BD50640003,Naogaon,,,,BD5064,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,262.3187084,v03,en,,,,,24.62478302,88.98907491
Badalgachhi,,,,BD50640006,Naogaon,,,,BD5064,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,212.1920093,v03,en,,,,,24.96745176,88.94253758
Dhamoirhat,,,,BD50640028,Naogaon,,,,BD5064,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,301.794523,v03,en,,,,,25.13051337,88.82415793
Mahadebpur,,,,BD50640050,Naogaon,,,,BD5064,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,391.9353069,v03,en,,,,,24.9218421,88.76365987
Manda,,,,BD50640047,Naogaon,,,,BD5064,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,413.7391616,v03,en,,,,,24.74630479,88.71198704
Naogaon Sadar,,,,BD50640060,Naogaon,,,,BD5064,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,277.2485424,v03,en,,,,,24.81201412,88.89803358
Niamatpur,,,,BD50640069,Naogaon,,,,BD5064,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,450.496609,v03,en,,,,,24.83045479,88.55021021
Patnitala,,,,BD50640075,Naogaon,,,,BD5064,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,379.6604398,v03,en,,,,,25.07753255,88.71459304
Porsha,,,,BD50640079,Naogaon,,,,BD5064,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,258.6538142,v03,en,,,,,24.99497575,88.51736573
Raninagar,,,,BD50640085,Naogaon,,,,BD5064,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,246.5712364,v03,en,,,,,24.71172597,89.02014859
Sapahar,,,,BD50640086,Naogaon,,,,BD5064,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,244.1925929,v03,en,,,,,25.11935869,88.53071648
Bagatipara,,,,BD50690009,Natore,,,,BD5069,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,139.2595279,v03,en,,,,,24.31324989,88.94790182
Baraigram,,,,BD50690015,Natore,,,,BD5069,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,307.6549641,v03,en,,,,,24.27323686,89.14997336
Gurudaspur,,,,BD50690041,Natore,,,,BD5069,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,200.5829697,v03,en,,,,,24.37372702,89.20538766
Lalpur,,,,BD50690044,Natore,,,,BD5069,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,323.1757366,v03,en,,,,,24.1997875,88.98571935
Naldanga,,,,BD50690055,Natore,,,,BD5069,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,175.5730805,v03,en,,,,,24.50600164,88.97560756
Natore Sadar,,,,BD50690063,Natore,,,,BD5069,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,229.3622341,v03,en,,,,,24.39709793,88.98996421
Singra,,,,BD50690091,Natore,,,,BD5069,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,529.3726014,v03,en,,,,,24.52440832,89.18430739
Atgharia,,,,BD50760005,Pabna,,,,BD5076,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,181.9392182,v03,en,,,,,24.10741607,89.28274572
