district_code,upazila_code,name_en,name_bn,lat,lng,source,is_verified
3048,30480054,Kuliarchar,,24.15311063,90.88661308,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3048,30480059,Mithamain,,24.43314857,91.11090071,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3048,30480076,Nikli,,24.33828073,90.96093837,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3048,30480079,Pakundia,,24.32148898,90.69366131,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3048,30480092,Tarail,,24.55087077,90.89053903,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3054,30540018,Dasar,,23.09203776,90.16068434,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3054,30540040,Kalkini,,23.06702105,90.28068024,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3054,30540054,Madaripur Sadar,,23.19122006,90.17839699,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3054,30540080,Rajoir,,23.20208039,90.03856994,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3054,30540087,Shibchar,,23.37319972,90.17594971,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3056,30560010,Daulatpur,,23.95619414,89.79863832,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3056,30560022,Ghior,,23.87441371,89.90388194,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3056,30560028,Harirampur,,23.72066709,89.94587763,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3056,30560046,Manikganj Sadar,,23.83665517,90.02995338,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3056,30560070,Saturia,,23.95847921,90.00104205,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3056,30560078,Shibalay,,23.83837419,89.81082872,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3056,30560082,Singair,,23.78336259,90.15404116,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3059,30590024,Gazaria,,23.54722572,90.62901939,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
